node_id,lat,lon,thetao,so,zos,uo,vo
74,10.0,86.16669,-0.5410949285785173,0.435076532674528,0.44028959932088074,1.3780205695912888,0.8441214510946281
75,10.0,86.25,-0.5534401902056538,0.42252451168158206,0.48054939769885985,1.3898029012823094,0.6625601190498491
76,10.0,86.33334,-0.547841128135458,0.380017009006795,0.5114817786251166,1.4408234767117316,0.49937814942569836
77,10.0,86.41669,-0.5213718973174442,0.3181772263774308,0.5347448708155478,1.4939624264431512,0.3257491128995707
78,10.0,86.5,-0.5073587751196731,0.2580237828774999,0.5505334077743412,1.5309292675805446,0.14643092974248106
79,10.0,86.58334,-0.4910668449706843,0.20702580149213703,0.5578528110002474,1.5596784212744612,-0.008045184853522031
80,10.0,86.66669,-0.49704484908706276,0.18485356479013518,0.5554728800531097,1.5673412752174285,-0.15636301253523838
81,10.0,86.75,-0.5237924863063592,0.1966818193157578,0.544308750379496,1.5191148219773833,-0.2913203726199887
82,10.0,86.83334,-0.5127773885964441,0.1806762933518275,0.5316188659635893,1.415202972186424,-0.3663506120334581
83,10.0,86.91669,-0.44218847668665734,0.12277497596595831,0.5212595289743431,1.2982677871234327,-0.3483118327538441
84,10.0,87.0,-0.2997320456908383,0.022303698900508744,0.515402587434239,1.187955863422812,-0.29886890685584055
85,10.0,87.08334,-0.14561863555992977,-0.09825669005997571,0.5127099253082791,1.092016991370156,-0.26122409724690276
86,10.0,87.16669,-0.04044288396516955,-0.1877906434034701,0.5080781431684348,1.0383749378040885,-0.2459183122122598
87,10.0,87.25,0.006886204252465672,-0.22636702871766054,0.4977057368164923,1.0240802220710932,-0.24340134194208368
88,10.0,87.33334,0.023044086874920836,-0.24450160375679048,0.4852366312775748,1.0120060266060185,-0.24098843898956174
89,10.0,87.41669,0.02031415744014133,-0.2586297456354321,0.4754448780397443,0.9867949532771769,-0.214130986238702
